date, total
2019-05-25 05:00:00, 176
2019-05-25 06:00:00, 167
2019-05-25 07:00:00, 248
2019-05-25 08:00:00, 250
2019-05-25 09:00:00, 209
2019-05-25 10:00:00, 197
2019-05-25 11:00:00, 79
2019-05-25 12:00:00, 47
2019-05-25 13:00:00, 56
2019-05-25 14:00:00, 173
2019-05-25 15:00:00, 79
2019-05-25 16:00:00, 68
2019-05-25 17:00:00, 69
2019-05-25 18:00:00, 76
2019-05-25 19:00:00, 61
2019-05-25 20:00:00, 42
2019-05-25 21:00:00, 36
2019-05-25 22:00:00, 67
2019-05-25 23:00:00, 85
2019-05-26 00:00:00, 39
2019-05-26 01:00:00, 47
2019-05-26 02:00:00, 72
2019-05-26 03:00:00, 52
2019-05-26 04:00:00, 53
2019-05-26 05:00:00, 58
2019-05-26 06:00:00, 64
2019-05-26 07:00:00, 74
2019-05-26 08:00:00, 65
2019-05-26 09:00:00, 92
2019-05-26 10:00:00, 139
2019-05-26 11:00:00, 83
2019-05-26 12:00:00, nan
2019-05-26 13:00:00, nan
2019-05-26 14:00:00, nan
2019-05-26 15:00:00, nan
2019-05-26 16:00:00, nan
2019-05-26 17:00:00, nan
2019-05-26 18:00:00, nan
2019-05-26 19:00:00, nan
2019-05-26 20:00:00, nan
2019-05-26 21:00:00, nan
2019-05-26 22:00:00, nan
2019-05-26 23:00:00, nan
2019-05-27 00:00:00, nan
2019-05-27 01:00:00, nan
2019-05-27 02:00:00, nan
2019-05-27 03:00:00, nan
2019-05-27 04:00:00, nan
2019-05-27 05:00:00, nan
2019-05-27 06:00:00, nan
2019-05-27 07:00:00, 258
2019-05-27 08:00:00, 554
2019-05-27 09:00:00, 475
2019-05-27 10:00:00, 376
2019-05-27 11:00:00, 639
2019-05-27 12:00:00, 709
2019-05-27 13:00:00, 641
2019-05-27 14:00:00, 603
2019-05-27 15:00:00, 305
2019-05-27 16:00:00, 349
2019-05-27 17:00:00, 263
2019-05-27 18:00:00, 171
2019-05-27 19:00:00, 120
2019-05-27 20:00:00, 67
2019-05-27 21:00:00, 58
2019-05-27 22:00:00, 348
2019-05-27 23:00:00, 84
2019-05-28 00:00:00, 84
2019-05-28 01:00:00, 51
2019-05-28 02:00:00, 49
2019-05-28 03:00:00, 78
2019-05-28 04:00:00, 154
2019-05-28 05:00:00, 99
2019-05-28 06:00:00, 175
2019-05-28 07:00:00, 116
2019-05-28 08:00:00, 108
2019-05-28 09:00:00, 147
2019-05-28 10:00:00, 26
2019-05-28 11:00:00, 52
2019-05-28 12:00:00, 109
2019-05-28 13:00:00, 87
2019-05-28 14:00:00, 97
2019-05-28 15:00:00, 60
2019-05-28 16:00:00, 41
2019-05-28 17:00:00, 40
2019-05-28 18:00:00, 40
2019-05-28 19:00:00, 41
2019-05-28 20:00:00, 47
2019-05-28 21:00:00, 47
2019-05-28 22:00:00, 36
2019-05-28 23:00:00, 33
2019-05-29 00:00:00, 40
2019-05-29 01:00:00, 41
2019-05-29 02:00:00, 47
2019-05-29 03:00:00, 45
2019-05-29 04:00:00, 42
2019-05-29 05:00:00, 34
2019-05-29 06:00:00, 134
2019-05-29 07:00:00, 78
2019-05-29 08:00:00, 164
2019-05-29 09:00:00, 78
2019-05-29 10:00:00, 38
2019-05-29 11:00:00, 81
2019-05-29 12:00:00, 69
2019-05-29 13:00:00, 80
2019-05-29 14:00:00, 66
2019-05-29 15:00:00, 75
2019-05-29 16:00:00, 65
2019-05-29 17:00:00, 78
2019-05-29 18:00:00, 73
2019-05-29 19:00:00, 57
2019-05-29 20:00:00, 52
2019-05-29 21:00:00, 56
2019-05-29 22:00:00, 45
2019-05-29 23:00:00, 44
2019-05-30 00:00:00, 55
2019-05-30 01:00:00, 41
2019-05-30 02:00:00, 42
2019-05-30 03:00:00, 34
2019-05-30 04:00:00, 46
2019-05-30 05:00:00, 58
2019-05-30 06:00:00, 35
2019-05-30 07:00:00, 51
2019-05-30 08:00:00, 42
2019-05-30 09:00:00, 50
2019-05-30 10:00:00, 84
2019-05-30 11:00:00, 98
2019-05-30 12:00:00, 52
2019-05-30 13:00:00, 50
2019-05-30 14:00:00, 73
2019-05-30 15:00:00, 88
2019-05-30 16:00:00, 93
2019-05-30 17:00:00, 109
2019-05-30 18:00:00, 74
2019-05-30 19:00:00, 102
2019-05-30 20:00:00, 85
2019-05-30 21:00:00, 53
2019-05-30 22:00:00, 55
2019-05-30 23:00:00, 49
2019-05-31 00:00:00, 42
2019-05-31 01:00:00, 37
2019-05-31 02:00:00, 45
2019-05-31 03:00:00, 43
2019-05-31 04:00:00, 90
2019-05-31 05:00:00, 165
2019-05-31 06:00:00, 140
2019-05-31 07:00:00, 179
2019-05-31 08:00:00, 239
2019-05-31 09:00:00, 317
2019-05-31 10:00:00, 303
2019-05-31 11:00:00, 494
2019-05-31 12:00:00, 243
2019-05-31 13:00:00, 252
2019-05-31 14:00:00, 229
2019-05-31 15:00:00, 303
2019-05-31 16:00:00, 299
2019-05-31 17:00:00, 232
2019-05-31 18:00:00, 187
2019-05-31 19:00:00, 145
2019-05-31 20:00:00, 160
2019-05-31 21:00:00, 127
2019-05-31 22:00:00, 104
2019-05-31 23:00:00, 84
